,ID,Salary,Designation,JobCity,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,Domain,JobPeriod,DOByear,12GradAge,GradAge,Designation_Position,Personality Trait Score
910,467504,340000,Engineer,Hyderabad,Female,88.34,CBSE,2007,71.0,CBSE,2,B.Tech/B.E.,EC,90.44,1730,0,Uttar Pradesh,2012,0.0587928000083534,9,1990,17,22,Software Engineer,0.32767999999999997
911,1061897,180000,Engineer,Kolkata,Male,68.4,State Board,2008,69.4,State Board,2,B.Tech/B.E.,EC,76.0,8297,1,West Bengal,2013,0.622642915849938,1,1990,18,23,Java Software Engineer,-0.2631
912,533466,240000,Trainee,Bangalore,Male,91.67,CBSE,2007,74.2,CBSE,2,B.Tech/B.E.,EC,63.8,11817,0,Maharashtra,2012,0.824666400671332,1,1989,18,23,Sales Management Trainee,0.77888
913,841260,330000,Associate,Hyderabad,Male,77.4,State Board,2007,88.1,State Board,2,B.Tech/B.E.,CS,65.61,8970,1,Telangana,2011,0.622642915849938,9,1990,17,21,Research Associate,0.009260000000000008
914,333793,425000,Others,Bangalore,Male,87.3,State Board,2008,94.2,State Board,2,B.Tech/B.E.,EC,79.51,11168,1,Telangana,2012,0.124502074009537,10,1990,18,22,Senior Software Engineer,1.0042000000000002
915,325637,400000,Analyst,kolkata,Female,74.0,CBSE,2008,61.0,CBSE,2,B.Tech/B.E.,CS,65.0,252,1,West Bengal,2012,0.245455659999829,11,1989,19,23,Programmer Analyst,-0.319314
916,1114271,190000,Developer,Pune,Male,75.2,State Board,2006,78.0,State Board,2,MCA,CS,73.0,5807,0,Madhya Pradesh,2013,0.356536487724475,8,1988,18,25,Application Developer,-0.04902
917,1169332,120000,Developer,pune ,Female,67.0,CBSE,2008,61.0,CBSE,2,B.Tech/B.E.,CS,75.0,16664,0,Chhattisgarh,2012,0.488347976782714,1,1990,18,22,Software Developer,-0.52844
918,692945,320000,Engineer,Bangalore,Male,84.0,State Board,2009,76.0,State Board,2,B.Tech/B.E.,CS,76.0,8297,1,West Bengal,2013,0.744758354008939,9,1990,19,23,System Engineer,0.54812
919,1231953,450000,Engineer,Bangalore,Female,48.8,State Board,2005,48.8,CBSE,2,B.Tech/B.E.,CS,72.5,2318,1,Karnataka,2014,0.911395278391328,1,1989,16,25,System Engineer,0.7176600000000001
920,273865,500000,Others,Bangalore,Male,75.38,State Board,2007,72.0,State Board,2,B.Tech/B.E.,EC,68.75,4023,1,Karnataka,2011,0.376059586651545,11,1990,17,21,Senior Engineer,-0.023379999999999956
921,112617,445000,Engineer,Calicut,Male,84.0,CBSE,2006,71.0,CBSE,2,B.Tech/B.E.,CS,65.0,998,0,Kerala,2010,0.942116551485008,13,1988,18,22,Java Software Engineer,-0.18814000000000003
922,21229,500000,Others,bangalore,Male,55.52,State Board,2005,60.05,State Board,2,B.Tech/B.E.,EC,61.95,182,1,Karnataka,2009,0.538386892985096,5,1984,21,25,Senior Project Engineer,0.42386
923,1258895,205000,Analyst,Gandhinagar,Male,82.0,State Board,2008,79.6,State Board,2,B.Tech/B.E.,EC,68.0,1011,0,Gujarat,2012,0.783303536670298,0,1991,17,21,Software Quality Assurance Analyst,0.50526
924,785378,170000,Engineer,Bangalore,Male,70.0,CBSE,2010,70.0,CBSE,2,B.Tech/B.E.,IT,70.0,11630,0,Uttar Pradesh,2014,0.450876584483451,1,1993,17,21,Software Engineer,0.7236999999999999
925,1122867,305000,Manager,LUCKNOW,Male,78.6,ICSE,2010,80.0,ICSE,2,B.Tech/B.E.,EC,69.29,15645,0,Uttar Pradesh,2014,0.423951396376433,9,1993,17,21,Site Manager,-0.7894
926,280505,515000,Associate,Bangalore,Female,86.6,State Board,2007,92.0,State Board,2,B.Tech/B.E.,CS,77.96,9775,1,Telangana,2011,0.793580614548506,4,1990,17,21,Quality Associate,0.176
927,329920,1300000,Developer,Dubai,Male,80.0,State Board,2008,90.0,State Board,2,B.Tech/B.E.,CS,71.8,6164,1,Telangana,2012,0.765673581234011,3,1990,18,22,Application Developer,0.920419999999998
928,321293,390000,Developer,Hyderabad,Male,87.5,State Board,2008,96.5,State Board,2,B.Tech/B.E.,EC,79.1,11901,0,Andhra Pradesh,2012,0.694479327708463,11,1990,18,22,Application Developer,-0.21771400000000002
929,330490,165000,Others,BANGALORE,Male,71.05,State Board,2008,69.07,CBSE,2,B.Tech/B.E.,EC,58.0,8818,1,Telangana,2012,0.538386892985096,1,1991,17,21,Customer Service Representative,-0.28157999999999983
930,330647,430000,Engineer,Hyderabad,Female,81.0,State Board,2008,89.0,State Board,2,B.Tech/B.E.,CS,77.24,9837,1,Telangana,2012,0.308400582860308,3,1991,17,21,Software Engineer,0.36476
931,606548,630000,Analyst,bengaluru,Male,91.4,CBSE,2009,82.3,CBSE,1,B.Tech/B.E.,EC,89.3,285,0,Punjab,2013,0.694479327708463,9,1991,18,22,Business Analyst Consultant,-0.06336000000000003
932,988346,85000,Engineer,Ghaziabad,Male,71.0,CBSE,2010,61.0,CBSE,2,B.Tech/B.E.,CS,66.0,903,0,Uttar Pradesh,2014,0.622642915849938,8,1994,16,20,Software Engineer,0.48694
933,1259836,330000,Engineer,Chennai,Male,85.0,State Board,2009,81.0,State Board,2,B.Tech/B.E.,CS,76.7,1906,1,West Bengal,2013,0.622642915849938,9,1992,17,21,Software Engineer,1.05936
934,212018,275000,Executive,Mumbai,Female,75.6,CBSE,2006,77.0,CBSE,2,B.Tech/B.E.,ME,70.66,5690,0,Uttar Pradesh,2011,0.535862819499896,1,1988,18,23,Business Development Executive,0.7685199999999999
935,513149,150000,Developer,Bangalore,Male,70.0,State Board,2008,56.6,State Board,2,B.Tech/B.E.,IT,71.18,11637,0,Madhya Pradesh,2012,0.635978756456794,1,1990,18,22,Asp.Net Developer,-0.48288000000000003
936,1297805,210000,Others,New Delhi,Male,69.0,CBSE,2007,66.6,CBSE,2,B.Tech/B.E.,EC,67.0,8711,0,Uttar Pradesh,2012,0.622642915849938,10,1989,18,23,It Recruiter,0.1741
937,1075753,300000,Others,hyderabad,Female,84.0,State Board,2011,89.3,State Board,2,B.Tech/B.E.,CS,79.0,14382,1,Telangana,2015,0.356536487724475,0,1993,18,22,Sql Dba,1.0378600000000002
938,1063131,100000,Developer,Bangalore,Female,84.2,State Board,2010,86.3,State Board,2,B.Tech/B.E.,CS,75.27,3931,0,Andhra Pradesh,2014,0.978799292641428,9,1993,17,21,Java Developer,-1.6663600000000003
939,264071,365000,Engineer,Trivandrum,Male,87.8,CBSE,2007,85.4,CBSE,2,B.Tech/B.E.,EC,69.3,2513,0,Rajasthan,2011,0.694479327708463,2,1989,18,22,System Engineer,0.39705999999999997
940,831967,305000,Engineer,Mumbai,Male,88.8,State Board,2010,94.6,State Board,2,B.Tech/B.E.,EC,80.6,9748,1,Telangana,2014,0.938399136791175,9,1993,17,21,Software Engineer,-0.76644
941,327623,450000,Engineer,Bangalore,Male,84.0,CBSE,2008,83.0,CBSE,2,B.Tech/B.E.,IT,74.5,7542,1,Delhi,2012,0.600057182338341,10,1990,18,22,Software Engineer Analyst,-0.141394
942,538390,375000,Engineer,Bangalore,Male,90.4,State Board,2008,65.0,University,2,B.Tech/B.E.,EC,80.3,315,1,Karnataka,2012,0.229481754911755,2,1990,18,22,System Engineer,-0.08175999999999999
943,102662,1050000,Manager,MUMBAI,Male,77.63,State Board,2006,86.25,State Board,2,B.Tech/B.E.,IT,80.21,447,1,Tamil Nadu,2010,0.819416529835888,13,1989,17,21,Manager,-0.18958000000000003
944,669934,200000,Engineer,Bangalore,Male,74.0,State Board,2009,79.23,State Board,2,B.Tech/B.E.,CS,69.0,9699,1,Rajasthan,2013,0.563267823666597,1,1992,17,21,Software Engineer,-0.78428
945,203388,320000,Engineer,Bangalore,Male,87.0,CBSE,2007,80.0,CBSE,2,B.Tech/B.E.,EC,70.0,3716,1,Karnataka,2011,0.824666400671332,2,1989,18,22,Design Engineer,0.34016
946,342865,120000,Engineer,Faridabad,Male,67.0,CBSE,2009,63.0,CBSE,2,B.Tech/B.E.,ME,62.9,10932,0,Uttar Pradesh,2014,0.116552564914337,0,1992,17,22,Product Development Engineer,0.30156599999999995
947,676834,380000,Engineer,Hyderabad,Male,82.0,State Board,2009,79.6,State Board,2,B.Tech/B.E.,ME,64.8,547,0,Madhya Pradesh,2013,0.414337426422751,9,1992,17,21,Assistant System Engineer,0.12947999999999998
948,242775,240000,Engineer,Bangalore,Male,86.0,CBSE,2007,84.0,CBSE,2,B.Tech/B.E.,EC,72.0,2552,0,Karnataka,2011,0.0587928000083534,9,1989,18,22,Software Engineer,-0.0232
949,555735,350000,Engineer,Bangalore,Female,92.47,State Board,2009,75.5,State Board,2,B.Tech/B.E.,IT,73.81,1866,1,Karnataka,2013,0.600057182338341,10,1991,18,22,Software Engineer,0.20415999999999998
950,320646,405000,Engineer,Hyderabad,Male,93.0,State Board,2008,97.0,State Board,2,B.Tech/B.E.,CS,77.8,5015,0,Andhra Pradesh,2012,0.942116551485008,11,1990,18,22,System Engineer,-0.543234
951,869050,505000,Engineer,Chennai,Male,86.8,State Board,2010,84.75,State Board,2,B.Tech/B.E.,EC,80.0,8888,0,Tamil Nadu,2014,0.837620725714257,9,1993,17,21,Software Development Engineer,1.05804
952,1262846,325000,Engineer,Bangalore,Female,93.44,State Board,2010,86.0,State Board,2,B.Tech/B.E.,EC,79.95,1140,1,Karnataka,2014,0.881620069530177,9,1992,18,22,System Engineer,0.14666
953,614217,200000,Others,New Delhi,Male,87.2,CBSE,2010,74.0,CBSE,2,B.Tech/B.E.,EC,62.82,272,0,Punjab,2014,0.895776501560385,1,1992,18,22,Desktop Support Technician,0.19386
954,350128,340000,Engineer,Mumbai,Male,84.8,CBSE,2008,89.2,CBSE,2,B.Tech/B.E.,EC,72.0,9019,0,Haryana,2012,0.824666400671332,2,1992,16,20,System Engineer,-0.17839999999999998
955,50216,160000,Others,Jaipur,Male,68.33,State Board,2005,77.54,State Board,2,B.Tech/B.E.,EC,71.82,2927,1,Rajasthan,2010,0.124502074009537,2,1988,17,22,Lecturer,-0.25278
956,605611,550000,Engineer,bangalore,Male,67.2,CBSE,2007,60.8,State Board,2,B.Tech/B.E.,IT,71.02,13845,0,Chhattisgarh,2012,0.735795709224656,10,1989,18,23,Software Engineer,-0.44584
957,629345,335000,Engineer,Bangalore,Female,83.4,CBSE,2009,90.4,CBSE,1,B.Tech/B.E.,EC,86.6,5323,0,Kerala,2013,0.824666400671332,10,1991,18,22,Network Engineer,-0.6041399999999999
958,910069,420000,Engineer,Mumbai,Male,89.0,State Board,2010,82.2,State Board,2,B.Tech/B.E.,CS,72.4,4042,0,Tamil Nadu,2014,0.622642915849938,9,1993,17,21,Software Engineer,0.63346
959,557677,315000,Engineer,Bangalore,Male,77.0,State Board,2007,64.0,State Board,2,B.Tech/B.E.,EC,70.0,9037,0,Uttar Pradesh,2012,0.538386892985096,10,1990,17,22,Quality Assurance Engineer,0.32726
960,319385,400000,Engineer,Mumbai,Female,82.2,CBSE,2008,77.0,CBSE,2,B.Tech/B.E.,Other,91.2,5071,0,Andhra Pradesh,2012,0.414337426422751,11,1990,18,22,System Engineer,-0.5424340000000001
961,345175,2000000,Engineer,bangalore,Male,79.16,CBSE,2004,77.4,CBSE,2,B.Tech/B.E.,CS,62.4,55,0,Uttar Pradesh,2010,0.765673581234011,11,1987,17,23,Software Test Engineer,-0.448554
962,577489,310000,Trainee,Ahmednagar,Male,86.0,ICSE,2009,88.0,State Board,2,B.Tech/B.E.,ME,77.75,11792,0,Uttar Pradesh,2013,0.535862819499896,1,1991,18,22,Management Trainee,0.38142000000000004
963,32133,150000,Engineer,Pune,Male,72.0,State Board,2006,67.0,State Board,2,B.Tech/B.E.,EC,59.8,367,1,Maharashtra,2009,0.538386892985096,2,1989,17,20,Electrical Design Engineer,0.5126799999999999
964,94788,300000,Engineer,Bangalore,Female,96.0,State Board,2005,92.0,State Board,2,B.Tech/B.E.,EC,80.0,4239,1,Tamil Nadu,2009,0.694479327708463,2,1988,17,21,Project Engineer,-0.76622
965,963058,335000,Analyst,Hyderabad,Male,85.33,State Board,2010,89.7,State Board,2,B.Tech/B.E.,CS,74.3,1237,1,Telangana,2014,0.356536487724475,1,1993,17,21,Programmer Analyst,-0.22814000000000006
966,439791,350000,Others,Noida,Male,76.8,CBSE,2008,67.2,CBSE,2,B.Tech/B.E.,IT,60.08,83,0,Uttar Pradesh,2012,0.635978756456794,10,1990,18,22,Senior Software Engineer,0.02407999999999999
967,325567,380000,Analyst,kolkata,Male,77.0,CBSE,2007,73.4,CBSE,2,B.Tech/B.E.,IT,77.07,252,1,West Bengal,2012,0.563267823666597,10,1990,17,22,Programmer Analyst,-0.9250339999999998
968,1133187,150000,Engineer,Bangalore,Male,60.0,CBSE,2009,55.0,State Board,2,B.Tech/B.E.,EC,52.0,15157,1,Karnataka,2014,0.0531603052826837,1,1991,18,23,Technical Support Engineer,-0.58284
969,1293728,330000,Engineer,Bangalore,Male,91.4,CBSE,2010,87.8,CBSE,2,B.Tech/B.E.,EC,77.0,13439,0,Jharkhand,2015,0.649389714846691,8,1992,18,23,Project Engineer,-0.38162
970,503221,350000,Engineer,Nashik,Male,87.4,CBSE,2008,81.2,CBSE,2,B.Tech/B.E.,ME,75.0,5111,0,Maharashtra,2013,0.714529363243447,10,1990,18,23,Continuous Improvement Engineer,0.27244000000000007
971,358389,140000,Engineer,New delhi,Male,73.0,CBSE,2007,63.0,State Board,2,B.Tech/B.E.,EC,67.69,167,0,Haryana,2012,0.824666400671332,2,1989,18,23,Technical Support Engineer,-0.59964
972,864186,515000,Engineer,Bangalore,Male,84.8,CBSE,2009,84.6,CBSE,2,B.Tech/B.E.,CS,80.8,7557,1,Delhi,2013,0.911395278391328,10,1992,17,21,Software Engineer,0.007940000000000013
973,479805,200000,Others,Chennai,Female,78.0,CBSE,2008,80.0,CBSE,2,B.Tech/B.E.,CS,78.0,4042,0,Tamil Nadu,2012,0.635978756456794,10,1991,17,21,Process Advisor,0.51472
974,330078,230000,Others,Hyderabad,Male,73.0,CBSE,2008,83.0,State Board,2,B.Tech/B.E.,IT,64.0,11183,1,Telangana,2012,0.377551419424541,1,1989,19,23,Customer Service Representative,-0.19154
975,1066680,325000,Engineer,Bangalore,Male,86.4,CBSE,2009,86.2,CBSE,2,B.Tech/B.E.,EC,81.4,1906,1,West Bengal,2014,0.338786347219528,9,1991,18,23,System Engineer,0.50482
976,806424,350000,Engineer,Gurgaon,Male,85.4,CBSE,2010,67.8,CBSE,2,B.Tech/B.E.,CS,82.67,11759,0,Uttarakhand,2014,0.622642915849938,9,1992,18,22,Software Engineer,-0.4430599999999999
977,676401,105000,Developer,Bhopal,Female,78.6,State Board,2009,66.6,State Board,2,B.Tech/B.E.,IT,74.3,547,0,Madhya Pradesh,2013,0.635978756456794,1,1991,18,22,Software Developer,-0.49016000000000004
978,1143459,275000,Engineer,Bhubaneswar,Male,80.42,ICSE,2010,65.16,State Board,2,B.Tech/B.E.,CS,74.0,5026,0,Orissa,2014,0.144789889482462,9,1991,19,23,Software Engineer,0.6517999999999999
979,347313,260000,Engineer,New Delhi,Male,58.0,State Board,2008,65.0,State Board,2,B.Tech/B.E.,IT,69.8,12478,0,Uttar Pradesh,2012,0.704090412131314,3,1991,17,21,Software Engineer,1.1456400000000002
980,1034772,300000,Engineer,Bangalore,Male,84.5,State Board,2009,74.0,State Board,2,B.Tech/B.E.,EC,79.8,7010,1,West Bengal,2013,0.338786347219528,9,1991,18,22,Software Engineer,0.26014
981,1125683,175000,Analyst,Hyderabad,Female,91.3,State Board,2009,90.7,State Board,2,B.Tech/B.E.,EC,71.65,9812,1,Telangana,2013,0.207392169717661,1,1992,17,21,Data Analyst,0.31921999999999995
982,786404,350000,Developer,Hyderabad,Male,82.33,State Board,2009,84.0,State Board,2,B.Tech/B.E.,CS,68.6,11788,0,Andhra Pradesh,2013,0.942116551485008,2,1992,17,21,Etl Developer,0.3451000000000001
983,847671,200000,Engineer,Bangalore,Male,71.0,State Board,2007,69.0,State Board,2,B.Tech/B.E.,EC,64.28,14910,0,Uttar Pradesh,2012,0.943272157866555,1,1991,16,21,Sales And Service Engineer,0.043359999999999975
984,247078,275000,Engineer,Bangalore,Female,78.0,CBSE,2006,53.0,CBSE,2,B.Tech/B.E.,CS,65.0,6570,0,Orissa,2011,0.600057182338341,2,1988,18,23,Project Engineer,0.20591999999999996
985,312286,395000,Analyst,Hyderabad,Female,83.3,State Board,2007,80.1,State Board,2,B.Tech/B.E.,CS,63.5,9769,1,Telangana,2011,0.488347976782714,12,1990,17,21,Programmer Analyst,1.06068
986,692823,520000,Others,Hyderabad,Male,78.25,State Board,2009,74.6,State Board,2,B.Tech/B.E.,IT,78.6,5216,1,West Bengal,2013,0.864685413370085,10,1992,17,21,Technical Support Specialist,0.17406000000000002
987,272917,80000,Developer,Indore,Male,81.0,CBSE,2006,61.0,CBSE,2,B.Tech/B.E.,IT,67.5,3725,0,Madhya Pradesh,2011,0.563267823666597,1,1989,17,22,Software Developer,-0.03565999999999999
988,662991,215000,Manager,Gurgaon,Male,74.0,CBSE,2006,64.0,State Board,2,B.Tech/B.E.,IT,76.0,405,0,Uttar Pradesh,2011,0.622642915849938,2,1989,17,22,Project Manager,-0.29739999999999994
989,607667,275000,Others,Bangalore,Female,95.52,State Board,2009,94.33,University,2,B.Tech/B.E.,IT,83.63,316,1,Karnataka,2013,0.968237495890543,1,1991,18,22,Training Specialist,0.30755999999999994
990,962376,700000,Manager,Jaipur,Male,87.4,CBSE,2009,74.0,State Board,1,M.Tech./M.E.,Other,72.79,436,0,Uttarakhand,2014,0.622642915849938,9,1992,17,22,Product Manager,-0.42639999999999995
991,1088773,240000,Engineer,Bangalore,Female,86.6,CBSE,2009,78.8,CBSE,2,B.Tech/B.E.,EC,72.8,10236,0,Karnataka,2013,0.279258511565122,9,1991,18,22,Software Engineer,-0.50484
992,425274,300000,Engineer,Greater Noida,Male,63.0,State Board,2008,61.0,State Board,2,B.Tech/B.E.,CS,70.64,75,0,Uttar Pradesh,2012,0.884122511593735,10,1992,16,20,System Engineer,0.3476
993,1152429,340000,Developer,Pune,Male,70.0,State Board,2007,56.0,State Board,2,B.Tech/B.E.,CS,54.0,1995,1,Maharashtra,2013,0.842248322257836,9,1989,18,24,Software Developer,-0.29050000000000004
994,324284,520000,Engineer,Pune,Female,87.86,State Board,2008,74.67,State Board,2,B.Tech/B.E.,EC,62.33,7236,1,Maharashtra,2012,0.538386892985096,1,1991,17,21,Technical Support Engineer,0.16190000000000002
995,668771,300000,Manager,Bangalore,Male,84.8,CBSE,2009,75.0,CBSE,2,B.Tech/B.E.,ME,61.8,6566,1,Karnataka,2013,0.304510913720196,10,1991,18,22,Operations Manager,0.19333999999999998
996,244735,325000,Others,Bangalore,Female,68.0,ICSE,2006,62.0,State Board,2,B.Tech/B.E.,EC,58.43,2634,1,Karnataka,2011,0.538386892985096,12,1986,20,25,System Administrator,-0.40992000000000006
997,619605,475000,Manager,Bellary,Male,89.4,CBSE,2009,75.6,State Board,2,B.Tech/B.E.,ME,82.53,275,1,Karnataka,2013,0.840840968763718,9,1991,18,22,Assistant Manager,0.053759999999999995
998,34238,570000,Manager,Bangalore,Male,60.0,State Board,2005,71.0,State Board,1,B.Tech/B.E.,ME,73.4,285,0,Punjab,2010,0.622642915849938,13,1986,19,24,Assistant Manager,-0.21593999999999997
999,514731,445000,Engineer,Bangalore,Male,63.0,CBSE,2008,62.0,CBSE,2,B.Tech/B.E.,IT,79.0,8504,1,Rajasthan,2012,0.884122511593735,10,1990,18,22,Software Engineer,-0.22996000000000003
1000,47476,205000,Others,Chennai,Female,94.7,CBSE,2006,94.7,State Board,2,B.Tech/B.E.,EC,67.0,434,1,Tamil Nadu,2010,0.824666400671332,9,1988,18,22,Oracle Dba,-0.08490000000000003
1001,1082927,340000,Developer,Noida,Male,90.4,State Board,2010,78.2,State Board,2,B.Tech/B.E.,EC,87.8,5216,1,West Bengal,2013,0.849802713510871,9,1992,18,21,Application Developer,0.5623199999999999
1002,600997,240000,Engineer,Gurgaon,Female,83.0,CBSE,2009,74.0,CBSE,2,B.Tech/B.E.,CS,67.0,272,0,Punjab,2013,0.704090412131314,1,1990,19,23,Software Engineer,0.76166
1003,745903,300000,Engineer,Hyderabad,Male,89.5,State Board,2009,92.2,State Board,2,B.Tech/B.E.,CS,75.12,9164,1,Telangana,2013,0.942116551485008,10,1991,18,22,Software Engineer,0.36376
1004,239868,510000,Engineer,Bangalore,Female,97.12,State Board,2007,90.33,University,2,B.Tech/B.E.,CS,82.84,1866,1,Karnataka,2011,0.864685413370085,3,1989,18,22,System Engineer,0.36191999999999996
1005,922592,180000,Others,Noida,Male,79.0,ICSE,2010,78.0,ICSE,2,B.Tech/B.E.,EC,73.0,272,0,Punjab,2014,0.493596387301038,0,1992,18,22,Staffing Recruiter,-0.35905999999999993
1006,937943,145000,Others,NOIDA,Male,68.2,CBSE,2010,60.0,CBSE,2,B.Tech/B.E.,IT,72.23,17782,0,Uttarakhand,2014,0.356536487724475,9,1991,19,23,Technical Recruiter,-0.6254199999999999
1007,334686,410000,Engineer,Bangalore,Male,71.2,CBSE,2008,60.8,CBSE,2,B.Tech/B.E.,CS,72.2,1622,0,Madhya Pradesh,2012,0.843123726665742,3,1990,18,22,Java Software Engineer,-0.8817340000000001
1008,1262255,315000,Engineer,Pune,Male,75.0,CBSE,2009,70.0,CBSE,2,B.Tech/B.E.,CS,65.0,5812,1,Rajasthan,2014,0.622642915849938,8,1991,18,23,Software Engineer,0.5602799999999999
1009,300968,450000,Engineer,Bangalore,Male,93.94,State Board,2007,81.4,CBSE,2,B.Tech/B.E.,CS,72.44,835,0,Kerala,2011,0.960903087163164,3,1989,18,22,Software Engineer,-0.17060000000000003
1010,1238094,145000,Others,Bangalore,Male,59.57,State Board,2007,55.0,State Board,2,M.Tech./M.E.,CS,88.0,272,0,Punjab,2015,0.992259189330951,2,1990,17,25,Assistant Programmer,-0.567
1011,1154787,335000,Analyst,Chennai,Female,86.3,State Board,2009,71.8,State Board,2,B.Tech/B.E.,I&C,86.3,5256,0,Orissa,2013,0.493596387301038,1,1992,17,21,Programmer Analyst,0.6311199999999999
1012,244386,225000,Associate,Bangalore,Male,71.0,ICSE,2007,62.0,CBSE,2,B.Tech/B.E.,EC,70.0,3427,0,Orissa,2011,0.376059586651545,1,1988,19,23,Quality Associate,-0.020299999999999995
1013,436253,200000,Analyst,Gurgaon,Female,84.14,CBSE,2007,73.61,CBSE,1,B.Tech/B.E.,CS,76.09,48,1,Delhi,2012,0.793580614548506,1,1989,18,23,It Analyst,-0.73238
1014,649530,350000,Engineer,Pune,Male,80.53,State Board,2008,80.5,State Board,2,B.Tech/B.E.,IT,58.61,8743,0,Maharashtra,2013,0.98374996654107,9,1991,17,22,System Engineer,0.3465
1015,991880,200000,Engineer,Noida,Male,73.0,CBSE,2009,64.0,CBSE,2,B.Tech/B.E.,EC,61.0,9737,0,Uttar Pradesh,2014,0.557389505646088,1,1991,18,23,Sales Engineer,0.05614
1016,622495,325000,Manager,Ludhiana,Male,81.9,CBSE,2008,72.0,CBSE,2,B.Tech/B.E.,IT,71.9,272,0,Punjab,2012,0.622642915849938,10,1990,18,22,Assistant Manager,-0.53162
1017,988691,120000,Developer,New Delhi ,Male,63.6,CBSE,2010,53.6,CBSE,2,B.Tech/B.E.,CS,60.0,14720,0,Uttar Pradesh,2014,0.819416529835888,0,1992,18,22,Web Developer,0.6868799999999999
1018,256138,500000,Engineer,Hyderabad,Male,72.5,CBSE,2004,72.4,CBSE,2,MCA,CS,77.43,1699,0,Andhra Pradesh,2010,0.864685413370085,4,1986,18,24,Software Engineer,0.5201
1019,309289,385000,Developer,Mumbai,Female,84.0,CBSE,2008,79.0,CBSE,2,B.Tech/B.E.,CS,75.99,5904,0,Uttar Pradesh,2012,0.793580614548506,3,1990,18,22,Software Developer,0.13214
1020,458867,320000,Developer,Pune,Male,66.16,State Board,2008,58.4,State Board,2,B.Tech/B.E.,IT,65.9,7627,0,Uttar Pradesh,2013,0.819416529835888,9,1992,16,21,Java Developer,0.37974
1021,407662,360000,Engineer,Bangalore,Male,81.6,CBSE,2007,74.6,CBSE,2,B.Tech/B.E.,IT,77.1,3801,0,Karnataka,2012,0.901489571371033,2,1989,18,23,Java Software Engineer,-0.09335999999999997
1022,927414,120000,Developer,Hyderabad,Female,59.0,State Board,2007,69.0,State Board,2,MCA,CS,74.0,5015,0,Andhra Pradesh,2014,0.0800552813405495,1,1990,17,24,Web Developer,0.26584
1023,552651,325000,Engineer,Bangalore,Female,86.5,CBSE,2008,63.4,CBSE,2,B.Tech/B.E.,IT,68.89,13128,1,Delhi,2013,0.356536487724475,0,1990,18,23,System Engineer,-0.3282
1024,455057,240000,Developer,Bangalore,Male,68.0,CBSE,2008,61.0,CBSE,2,B.Tech/B.E.,CS,55.0,272,0,Punjab,2012,0.377551419424541,2,1990,18,22,Asp.Net Developer,0.9357599999999999
1025,1115290,110000,Others,pune,Male,72.0,CBSE,2009,60.0,CBSE,2,B.Tech/B.E.,EC,62.5,221,0,Maharashtra,2013,0.649389714846691,0,1991,18,22,Quality Controller,-0.1446
1026,1232895,300000,Analyst,Gurgaon,Female,72.0,CBSE,2010,60.0,CBSE,2,B.Tech/B.E.,CS,72.5,75,0,Uttar Pradesh,2014,0.356536487724475,8,1993,17,21,Business Analyst,0.77202
1027,995359,220000,Others,Hyderabad,Female,83.5,State Board,2009,83.8,State Board,2,B.Tech/B.E.,CS,71.7,9557,1,Telangana,2013,0.144789889482462,1,1992,17,21,Customer Service Representative,0.25232
1028,353118,415000,Engineer,Bangalore,Male,79.86,State Board,2008,78.86,State Board,2,B.Tech/B.E.,CS,74.44,1436,0,Karnataka,2012,0.670743151433127,10,1990,18,22,System Engineer,0.05826000000000001
1029,337629,300000,Developer,Coimbatore,Female,93.5,CBSE,2008,95.3,CBSE,2,B.Tech/B.E.,CS,92.3,3076,0,Tamil Nadu,2012,0.987207085890868,2,1990,18,22,Java Developer,-0.03239399999999999
1030,277278,300000,Engineer,Muzaffarnagar,Male,62.5,State Board,2007,68.0,State Board,2,B.Tech/B.E.,EC,74.0,75,0,Uttar Pradesh,2011,0.99526570569548,12,1990,17,21,Maintenance Engineer,-0.24820000000000003
1031,1218624,345000,Developer,Gurgaon,Male,74.8,CBSE,2009,68.0,CBSE,2,B.Tech/B.E.,IT,69.0,96,0,Sikkim,2014,0.356536487724475,8,1992,17,22,Java Developer,0.005279999999999996
1032,121950,515000,Senior,Mumbai,Female,84.0,CBSE,2006,86.0,CBSE,2,B.Tech/B.E.,CS,64.0,233,1,Maharashtra,2010,0.600057182338341,12,1989,17,21,Senior Software Developer,-0.80686
1033,814230,120000,Associate,Bangalore,Male,57.0,CBSE,2009,64.0,National Board,2,B.Tech/B.E.,EC,65.8,13210,0,Uttar Pradesh,2013,0.976292560913216,1,1989,20,24,Client Services Associate,-0.15739999999999998
1034,1083098,400000,Engineer,Pune ,Male,73.2,CBSE,2010,72.0,CBSE,2,B.Tech/B.E.,EC,82.5,2921,0,West Bengal,2014,0.881620069530177,9,1992,18,22,Graduate Engineer Trainee,-0.07468
1035,62159,860000,Others,bangalore,Male,60.0,CBSE,2005,76.44,CBSE,2,B.Tech/B.E.,CS,71.22,5342,0,Madhya Pradesh,2009,0.952245572924303,5,1987,18,22,Senior Software Engineer,0.14736000000000002
